"Accident Year","Accident Date/Time","Cause Category","Cause Subcategory","Net Loss (Barrels)","Barrel loss (%)","Pipeline Location","Pipeline Type","Liquid Type","Liquid Ignition","Liquid Explosion","Pipeline Shutdown","Shutdown_hours","Property Damage Costs","Lost Commodity Costs","Public/Private Property Damage Costs","Emergency Response Costs","Environmental Remediation Costs","Other Costs","All Costs"
2013,"10/10/2013 15:05","INCORRECT OPERATION","INCORRECT INSTALLATION",13,100,"ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","NO",0,15,619,0,0,0,0,634
2013,"10/13/2013 8:15","MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,0,15,0,0,35,0,50
2013,"10/14/2013 13:27","INCORRECT OPERATION","OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP",20,15.04,"ONSHORE","TANK","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",41.55,0,18660,0,30000,215000,0,263660
2010,"4/26/2010 12:00","CORROSION","EXTERNAL",0,0,"ONSHORE","TANK","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,0,380,0,0,28500,0,28880
2013,"10/15/2013 18:05","MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.1,100,"ONSHORE","UNDERGROUND","CO2 (CARBON DIOXIDE)","NO","NO","YES",201.9,70000,86721,0,0,500,0,157221
2010,"5/7/2010 13:00","CORROSION","EXTERNAL",0,0,"ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,14000,518,0,0,25000,0,39518
2013,"10/16/2013 16:25","OTHER OUTSIDE FORCE DAMAGE","OTHER OUTSIDE FORCE DAMAGE",0,0,"ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,198899,0,0,56000,0,0,254899
2013,"10/17/2013 17:00","NATURAL FORCE DAMAGE","EARTH MOVEMENT",0,0,"ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,476737,30,0,145967,5000,0,627734
2013,"10/18/2013 6:45","MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",20,100,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",3.08,50,2000,0,4000,20000,0,26050
2010,"5/20/2010 15:50","CORROSION","EXTERNAL",0,0,"ONSHORE","TRANSITION AREA","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",23.87,169800,25,0,50000,84870,500,305195
2010,"5/23/2010 6:30","CORROSION","INTERNAL",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",1.75,1300,340,0,2445,3350,2530,9965
2013,"10/22/2013 15:45","MATERIAL/WELD/EQUIP FAILURE","DEFECTIVE OR LOOSE TUBING/FITTING",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",3.42,30000,48,0,6000,10000,0,46048
2010,"5/31/2010 10:00","CORROSION","EXTERNAL",0,0,"ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",14.02,12000,58,0,0,10000,0,22058
2013,"10/23/2013 14:30","MATERIAL/WELD/EQUIP FAILURE","DEFECTIVE OR LOOSE TUBING/FITTING",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,500,25,0,2000,0,0,2525
2013,"10/28/2013 8:00","MATERIAL/WELD/EQUIP FAILURE","ENVIRONMENTAL CRACKING-RELATED",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",6.92,1000,15,0,2000,1600,0,4615
2010,"6/11/2010 19:00","CORROSION","INTERNAL",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO",NA,0,24421,160,0,0,2000,0,26581
2013,"10/29/2013 16:00","MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,1000,150,0,15000,0,0,16150
2013,"10/30/2013 14:00","INCORRECT OPERATION","OTHER INCORRECT OPERATION",0.08,100,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","YES","NO","NO",0,0,20,0,500,1000,0,1520
2013,"10/31/2013 11:49","INCORRECT OPERATION","OTHER INCORRECT OPERATION",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,0,500,0,30787,67000,0,98287
2013,"10/31/2013 13:23","INCORRECT OPERATION","OTHER INCORRECT OPERATION",21,100,"ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","YES",98.73,62000,1030,2000,8000,15000,0,88030
2010,"6/28/2010 8:30","CORROSION","INTERNAL",0,0,"ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,125000,0,0,10000,0,0,135000
2013,"11/2/2013 17:47","INCORRECT OPERATION","INCORRECT VALVE POSITION",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",17.6,0,900,0,235845,138386,0,375131
2013,"11/3/2013 2:20","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0,0,"ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","NO",0,10,150,0,0,0,0,160
2013,"11/3/2013 11:50","MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,100,60,0,11428,0,0,11588
2013,"11/3/2013 13:50","MATERIAL/WELD/EQUIP FAILURE","MANUFACTURING-RELATED",1.2,100,"ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","YES",107.37,58000,100,0,30000,0,0,88100
2013,"11/5/2013 23:42","MATERIAL/WELD/EQUIP FAILURE","THREADED CONNECTION/COUPLING FAILURE",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",10.48,750,1000,284000,324728,54047,100000,764525
2013,"11/6/2013 9:13","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","NO",0,7000,0,0,4200,20000,0,31200
2010,"7/6/2010 8:30","CORROSION","INTERNAL",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",50,3000,900,0,10000,0,0,13900
2013,"11/12/2013 16:00","MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",0.5,50,"ONSHORE","TANK","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,0,0,0,0,14383,5000,19383
2013,"11/13/2013 11:08","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",1,100,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO",NA,0,0,100,0,2272,1078,0,3450
2010,"7/12/2010 10:40","CORROSION","INTERNAL",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","NO",0,1500,35,0,6000,1500,1000,10035
2013,"11/14/2013 9:33","EXCAVATION DAMAGE","OPERATOR/CONTRACTOR EXCAVATION DAMAGE",4357,100,"ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","YES","NO","YES",165.25,1500000,338099,500000,2000000,250000,0,4588099
2010,"7/27/2010 16:41","CORROSION","INTERNAL",0,0,"ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,25000,45,0,75000,137000,125000,362045
2013,"11/15/2013 9:45","INCORRECT OPERATION","OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO",NA,0,500,35,0,0,1000,0,1535
2013,"11/18/2013 9:00","INCORRECT OPERATION","INCORRECT INSTALLATION",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO",NA,0,0,25,0,0,1000,0,1025
2013,"11/19/2013 15:11","OTHER OUTSIDE FORCE DAMAGE","MARITIME EQUIPMENT OR VESSEL ADRIFT",2,66.67,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",46.17,50000,300,0,40000,20000,20000,130300
2013,"11/20/2013 12:50","EXCAVATION DAMAGE","OPERATOR/CONTRACTOR EXCAVATION DAMAGE",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",74.5,0,0,0,2000,0,0,2000
2013,"11/20/2013 15:20","INCORRECT OPERATION","OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",1.17,1000,25,0,0,6000,0,7025
2013,"11/20/2013 23:30","MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",10.5,1000,300,0,0,6000,0,7300
2013,"11/23/2013 10:07","MATERIAL/WELD/EQUIP FAILURE","MANUFACTURING-RELATED",17.8,100,"ONSHORE","UNDERGROUND","CO2 (CARBON DIOXIDE)","NO","NO","YES",31.97,14000,3776,2000,2000,0,15000,36776
2010,"8/17/2010 8:30","CORROSION","EXTERNAL",0,0,"ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",58.43,0,0,0,135935,363400,0,499335
2013,"11/24/2013 6:55","MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO",NA,0,20000,1600,0,10000,270154,15000,316754
2010,"8/17/2010 16:00","CORROSION","INTERNAL",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",1,3900,80,0,500,600,0,5080
2013,"11/26/2013 7:40","MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",27.35,13000,18,0,6196,0,0,19214
2013,"11/27/2013 10:30","NATURAL FORCE DAMAGE","TEMPERATURE",15,100,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",81.18,2000,1200,5000,3000,75000,0,86200
2013,"11/30/2013 9:30","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",2.65,445,21,0,952,0,0,1418
2013,"12/1/2013 8:11","MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",3.47,5000,15,0,600,0,0,5615
2013,"12/3/2013 9:00","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",7.98,1000,750,0,3000,0,0,4750
2013,"12/5/2013 8:00","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0.01,100,"ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","YES",152.55,104000,5,0,1000,0,0,105005
2013,"12/5/2013 16:12","MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",4.8,0,0,0,4533,4997,0,9530
2013,"12/5/2013 17:30","INCORRECT OPERATION","PIPELINE/EQUIPMENT OVERPRESSURED",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","NO",0,173000,30,0,122000,0,0,295030
2010,"8/19/2010 23:35","CORROSION","INTERNAL",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","NO",0,0,0,0,0,28500,0,28500
2010,"8/20/2010 9:45","CORROSION","INTERNAL",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",5,0,25,0,0,0,11000,11025
2013,"12/11/2013 12:36","EXCAVATION DAMAGE","OPERATOR/CONTRACTOR EXCAVATION DAMAGE",42.5,29.82,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",8.7,1720,4250,0,10380,8200,2500,27050
2010,"8/24/2010 13:20","CORROSION","INTERNAL",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,2000,0,0,3000,10000,0,15000
2010,"9/12/2010 11:15","CORROSION","EXTERNAL",0,0,"ONSHORE","TANK","CRUDE OIL","NO","NO","NO",0,70000,0,0,0,10000,0,80000
2013,"12/13/2013 13:35","EXCAVATION DAMAGE","THIRD PARTY EXCAVATION DAMAGE",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",50.92,5000,20000,3000,10000,84879,70962,193841
2013,"12/18/2013 13:30","ALL OTHER CAUSES","UNKNOWN",2.97,100,"ONSHORE","TANK","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,0,300,0,10000,0,0,10300
2013,"12/19/2013 16:30","INCORRECT OPERATION","DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR",1,33.33,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",40,1000,200,0,3000,1000,0,5200
2013,"12/20/2013 9:42","MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",37,55.22,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",6.45,1950,3700,0,7429,5000,2000,20079
2010,"10/6/2010 13:20","CORROSION","EXTERNAL",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","NO",0,0,0,0,70000,5000,0,75000
2013,"12/21/2013 11:20","MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",2,13.33,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,0,185,0,0,1879,0,2064
2013,"12/22/2013 9:09","INCORRECT OPERATION","OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP",0,0,"ONSHORE","TANK","CRUDE OIL","NO","NO","NO",0,1000,0,0,500,1000,0,2500
2013,"12/22/2013 15:00","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0.25,6.67,"ONSHORE","TANK","CRUDE OIL","NO","NO","NO",0,2500,300,0,25000,5500,0,33300
2013,"12/23/2013 8:30","MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",11,60800,35000,0,0,420000,0,515800
2013,"12/27/2013 7:20","MATERIAL/WELD/EQUIP FAILURE","THREADED CONNECTION/COUPLING FAILURE",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,413,0,0,65,0,0,478
2010,"11/4/2010 14:00","CORROSION","EXTERNAL",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",0.75,5000,40,0,2500,1000,0,8540
2010,"11/18/2010 8:00","CORROSION","EXTERNAL",0,0,"ONSHORE","TRANSITION AREA","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO",NA,0,1000,50,0,12200,0,0,13250
2013,"12/28/2013 20:26","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",1.87,100,250,0,3550,0,0,3900
2013,"12/30/2013 6:00","NATURAL FORCE DAMAGE","TEMPERATURE",0,0,"ONSHORE","TANK","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,0,122,0,280000,0,0,280122
2013,"12/31/2013 10:30","ALL OTHER CAUSES","MISCELLANEOUS",716,100,"ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","YES","NO","YES",218.67,1700000,30000,0,20000,0,0,1750000
2014,"1/1/2014 7:14","MATERIAL/WELD/EQUIP FAILURE","THREADED CONNECTION/COUPLING FAILURE",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",2.77,10000,90,0,115000,25000,0,150090
2010,"11/23/2010 6:00","CORROSION","INTERNAL",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",714,5000,65,0,0,0,0,5065
2010,"12/3/2010 16:27","CORROSION","INTERNAL",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","NO",0,12000,75,0,1800,2800,0,16675
2014,"1/2/2014 14:28","MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",45,100,"ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","NO",0,0,2025,0,0,0,0,2025
2014,"1/3/2014 10:30","MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO",NA,0,2500,0,0,1590,0,1792,5882
2014,"1/4/2014 4:00","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,7387,17,0,1961,0,0,9365
2014,"1/4/2014 14:15","MATERIAL/WELD/EQUIP FAILURE","DEFECTIVE OR LOOSE TUBING/FITTING",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",4.25,0,100,0,3880,0,0,3980
2014,"1/5/2014 21:45","MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",7,10.77,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,0,0,0,20000,280000,0,300000
2014,"1/6/2014 9:05","MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,0,0,0,1000,4000,0,5000
2014,"1/6/2014 11:15","MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,2500,75,0,5000,1500,0,9075
2014,"1/7/2014 7:54","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,3000,0,0,2500,0,0,5500
2014,"1/7/2014 10:30","MATERIAL/WELD/EQUIP FAILURE","FAILURE OF EQUIPMENT BODY",190.5,15.39,"ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,2500,75000,0,75000,1500000,0,1652500
2014,"1/7/2014 11:00","MATERIAL/WELD/EQUIP FAILURE","FAILURE OF EQUIPMENT BODY",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,30000,130,0,4000,5000,0,39130
2014,"1/7/2014 16:00","MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,0,0,0,1000,0,0,1000
2014,"1/8/2014 7:00","NATURAL FORCE DAMAGE","TEMPERATURE",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,0,2450,0,37000,0,0,39450
2014,"1/8/2014 12:57","NATURAL FORCE DAMAGE","TEMPERATURE",2.19,91.25,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",5.7,1198,295,0,23489,3791,12378,41151
2014,"1/9/2014 4:48","NATURAL FORCE DAMAGE","TEMPERATURE",10,9.09,"ONSHORE","TANK","CRUDE OIL","NO","NO","NO",0,0,2000,0,1000,5000,0,8000
2014,"1/10/2014 11:30","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO",NA,0,300,0,0,0,0,0,300
2014,"1/10/2014 14:15","INCORRECT OPERATION","INCORRECT VALVE POSITION",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,750,500,0,13750,17000,0,32000
2010,"12/5/2010 6:40","CORROSION","INTERNAL",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",1.33,7500,500,0,3500,10000,0,21500
2014,"1/12/2014 11:45","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",1,100,40,0,0,5000,0,5140
2014,"1/12/2014 20:04","INCORRECT OPERATION","PIPELINE/EQUIPMENT OVERPRESSURED",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",96.87,24822,0,0,41270,0,0,66092
2010,"12/6/2010 12:07","CORROSION","INTERNAL",0,0,"ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,13500,0,0,35100,19000,0,67600
2014,"1/13/2014 15:00","INCORRECT OPERATION","OTHER INCORRECT OPERATION",0,0,"ONSHORE","TANK","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","YES","NO","NO",0,0,0,0,0,0,0,0
2014,"1/14/2014 23:00","MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0,0,"ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,2500,143,0,0,0,0,2643
2014,"1/15/2014 8:30","MATERIAL/WELD/EQUIP FAILURE","THREADED CONNECTION/COUPLING FAILURE",15,42.86,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",8.47,6300,1500,0,4200,2000,0,14000
2014,"1/15/2014 15:05","ALL OTHER CAUSES","MISCELLANEOUS",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",22.92,32800,100,0,0,16900,0,49800
2014,"1/16/2014 1:00","MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",0.24,100,"ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","NO",0,0,50,0,0,0,0,50
2014,"1/17/2014 8:00","MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",0.24,100,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,0,50,0,0,150,0,200
2014,"1/17/2014 9:30","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,1500,60,0,0,0,0,1560
2014,"1/17/2014 10:48","ALL OTHER CAUSES","MISCELLANEOUS",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",21.45,2050,0,5000,17000,6500,0,30550
2010,"12/6/2010 13:00","CORROSION","EXTERNAL",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",0,15000,0,0,200000,35000,0,250000
2014,"1/18/2014 10:31","INCORRECT OPERATION","INCORRECT INSTALLATION",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,10040,0,0,3188,0,0,13228
2014,"1/20/2014 9:00","MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",2.5,100,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO",NA,0,100,300,0,0,30000,0,30400
2014,"1/20/2014 14:23","MATERIAL/WELD/EQUIP FAILURE","DEFECTIVE OR LOOSE TUBING/FITTING",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",1.62,200,50,0,1500,0,0,1750
2014,"1/21/2014 11:19","MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",0.36,100,"ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO",NA,0,0,20,0,0,0,150,170
2010,"12/9/2010 12:15","CORROSION","EXTERNAL",0,0,"ONSHORE","TANK","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,570000,25,0,5000,0,0,575025
2014,"1/24/2014 12:50","NATURAL FORCE DAMAGE","TEMPERATURE",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",3.5,2000,60,0,12000,0,0,14060
2014,"1/24/2014 15:00","MATERIAL/WELD/EQUIP FAILURE","FAILURE OF EQUIPMENT BODY",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",2,100,1000,0,0,5400,0,6500
2014,"1/25/2014 11:00","MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",0.24,100,"ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","NO",0,0,50,0,0,0,0,50
2014,"1/26/2014 11:00","MATERIAL/WELD/EQUIP FAILURE","DEFECTIVE OR LOOSE TUBING/FITTING",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,25,210,0,7000,0,0,7235
2014,"1/27/2014 7:00","MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,2100,200,0,0,8000,0,10300
2014,"1/27/2014 9:50","MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",0.5,50,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,0,50,0,0,1500,0,1550
